sy	wilcox_p	wilcox_p2	log2foldchange	lab	show
FLVCR1-DT	0.421639375952352	0.42	0.327238807846311	no	no
RP11-348H3.5	0.154291897979767	0.15	1.1873041071601	no	no
FLVCR1	0.00217992375348233	0.0022	1.09541189302941	up	no
VASH2	3.4959013534242e-05	3.5e-05	2.14377434417507	up	no
ANGEL2	0.0101025073904858	0.01	0.758795913586076	no	no
RPS6KC1	0.00542461572989952	0.0054	0.67901773576869	no	no
RPL31P13	0.288175633383966	0.29	0.329118636609924	no	no
RP11-554K11.2	0.141145886109234	0.14	0.916746724822197	no	no
RP11-323I1.1	0.406520982090715	0.41	0.914136485415009	no	no
PROX1-AS1	0.000688904776140096	0.00069	1.03340024645272	up	no
LINC00538	0.303921483379836	0.3	0.15657268404741	no	no
PROX1	1.36025916304657e-05	1.4e-05	1.68548417477828	up	no
RP11-478J18.2	2.6507463861196e-05	2.7e-05	1.74676375078607	up	no
LINC02775	0.269887500308229	0.27	0.146660030587193	no	no
SMYD2	0.000688904776140096	0.00069	0.844891263504407	no	no
RP11-176D17.3	0.0124665149393121	0.012	1.46282633476075	up	no
PTPN14	0.368789713535367	0.37	0.861328371820108	no	no
RP11-365D23.4	0.426064355321557	0.43	0.211306577325294	no	no
CENPF	4.36241898053687e-07	4.4e-07	2.61920009319105	up	no
ABHD17AP3	0.581859596609717	0.58	0.184580362466217	no	no
UBE2V1P13	0.0212053090242909	0.021	1.34939276229226	up	no
RP11-323K10.2	0.930269791940367	0.93	-0.0550839565351939	no	no
KCNK2	0.00825722523488441	0.0083	1.17430227313965	up	no
VDAC1P10	0.177496250793734	0.18	0.572575412612562	no	no
KCTD3	0.00603827835733704	0.006	0.440919533633729	no	no
USH2A	0.625832791427982	0.63	0.394705503817964	no	no
SNORD116	0.69484236426222	0.69	0.498021623263088	no	no
ESRRG	0.131705189077262	0.13	-0.695712424352004	no	no
GPATCH2	0.0122936122372837	0.012	0.651381459631792	no	no
SPATA17	0.00245646307567908	0.0025	1.38515606348382	up	no
UBBP2	0.569587093210498	0.57	0.220585456181885	no	no
LINC00210	0.401735637055398	0.4	-0.0711491239918198	no	no
RRP15	0.0019313299121213	0.0019	1.06751774877999	up	no
RP11-224O19.4	0.406520982090715	0.41	0.345418504344423	no	no
RP11-224O19.5	0.872600060989729	0.87	0.12946185444113	no	no
TGFB2-AS1	7.61254545973645e-06	7.6e-06	2.40180853541964	up	no
TGFB2	0.335898687750845	0.34	1.17178717978855	no	no
LINC02869	0.459367702305939	0.46	0.165242326235696	no	no
NXNP1	0.658975075463101	0.66	0.420661359588606	no	no
LINC01710	0.445088381986749	0.45	0.269115456285586	no	no
LYPLAL1-DT	0.290133185157779	0.29	0.272379229041629	no	no
LYPLAL1	0.937376353456738	0.94	-0.0198560394953009	no	no
RIMKLBP2	0.00109362136971105	0.0011	1.44666898958977	up	no
RP11-135J2.3	0.969733132001245	0.97	-0.186782069007023	no	no
RP11-392O17.2	0.0342418515652065	0.034	0.682209409958657	no	no
RP11-392O17.3	0.0267782170438622	0.027	1.19233367344682	up	no
LYPLAL1-AS1	0.599358461876561	0.6	-1.45586457249106	no	no
RP11-95P13.2	0.179677233447983	0.18	1.43894778134071	no	no
ZC3H11B	0.00245646307567908	0.0025	0.767031902222287	no	no
SLC30A10	0.0101025073904858	0.01	0.802972656030916	no	no
EPRS1	0.00542461572989952	0.0054	0.866145718796941	no	no
BPNT1	0.0135345014952649	0.014	0.771044081135756	no	no
IARS2	0.0456621220209066	0.046	0.587360037382018	no	no
MIR194-1	0.288175633383966	0.29	1.0102937586759	no	no
RPS15AP12	0.304910578956478	0.3	0.243099977184222	no	no
RAB3GAP2	0.403560537131513	0.4	0.5400939499343	no	no
SNX2P1	0.243555315446868	0.24	0.757397094379905	no	no
MORF4L1P1	0.178288901938652	0.18	0.567479927052628	no	no
AURKAP1	0.0312390690819822	0.031	0.985213114488955	no	no
XRCC6P3	0.213954526479435	0.21	-0.192346948292642	no	no
RP11-302I18.1	0.434368582266409	0.43	0.290503061061143	no	no
PRELID3BP1	0.288175633383966	0.29	0.284287178693066	no	no
MARK1	0.00132963054822808	0.0013	1.16872727507802	up	no
RN7SL464P	0.872600060989729	0.87	0.75114650402243	no	no
HDAC1P2	0.986815977047343	0.99	0.15883871663382	no	no
C1orf115	0.335898687750845	0.34	0.344930261064317	no	no
MTARC2	0.887529933525342	0.89	-0.0258638899244903	no	no
MTARC1	0.0717570518622554	0.072	0.496183443146771	no	no
RP11-295M18.8	0.117940144029158	0.12	0.268588392431102	no	no
RNU6ATAC35P	0.723830858109559	0.72	0.412896814734348	no	no
RP11-295M18.6	0.0913382391575698	0.091	-1.06857605330612	no	no
LINC01352	0.232510595910681	0.23	-0.347996266579619	no	no
HLX-AS1	0.0332862813906249	0.033	-0.482248166667998	no	no
HLX	0.21141866041769	0.21	-0.49158907343876	no	no
LINC02817	0.77877477936991	0.78	-0.169406903702541	no	no
RP11-103C3.4	0.872600060989729	0.87	0.477164660525528	no	no
RP11-103C3.3	0.401735637055398	0.4	-0.0749497227800564	no	no
DUSP10	0.00671173841875019	0.0067	1.07884964739616	up	no
LINC01655	0.871894558153554	0.87	-0.187336245552654	no	no
RNU6-403P	0.714951777662946	0.71	-0.196346482550624	no	no
LINC02257	0.90830218579631	0.91	-0.658045617225898	no	no
LINC02474	0.401735637055398	0.4	-0.152338166562815	no	no
LINC01705	0.0851684717370123	0.085	-0.237199234743482	no	no
RP11-400N13.1	0.891347634204904	0.89	0.0457068711393968	no	no
QRSL1P2	0.288175633383966	0.29	0.146508096649724	no	no
RP11-358H9.1	0.79292349339057	0.79	0.237723628806577	no	no
CICP13	0.148682255845726	0.15	0.216077658924348	no	no
RP11-378J18.9	0.0502272888815564	0.05	0.512830141399253	no	no
RP11-378J18.10	0.765084001834143	0.77	0.595816290733343	no	no
HHIPL2	0.37958861380973	0.38	0.281105020716981	no	no
TAF1A	0.00245646307567908	0.0025	1.06413560318334	up	no
TAF1A-AS1	0.00150838709737628	0.0015	0.690174348388308	no	no
MIA3	0.0148813162522627	0.015	0.546310291252385	no	no
RP11-378J18.6	0.986991588939622	0.99	-0.196089640170341	no	no
RP11-378J18.8	0.00603827835733704	0.006	0.601200311902968	no	no
AIDA	0.223368073144892	0.22	0.335420059588165	no	no
BROX	0.0667298552382576	0.067	0.316821699958143	no	no
FAM177B	0.101078906134703	0.1	-0.835242530497642	no	no
RP11-452F19.4	0.112245609250073	0.11	-0.545753065951562	no	no
DISP1	0.0135345014952649	0.014	0.752415144631585	no	no
NDUFB1P2	0.572808603034677	0.57	-0.76415108529495	no	no
XXyac-YM960E7.1	0.987463172778485	0.99	0.00633943519503224	no	no
TLR5	0.158400563197595	0.16	-0.409261146138898	no	no
RP11-239E10.2	0.188769378839109	0.19	-0.986416634337025	no	no
RP11-239E10.3	0.406520982090715	0.41	0.280042110728357	no	no
SUSD4	0.320166018066783	0.32	0.399356020574866	no	no
CCDC185	0.0307115426650839	0.031	1.34503027948251	up	no
CAPN8	0.0178515814221753	0.018	0.729114727770795	no	no
SNRPEP10	0.401735637055398	0.4	-0.27501258554628	no	no
CAPN2	0.21141866041769	0.21	0.149730603164711	no	no
TP53BP2	0.101574807936807	0.1	0.458002157352693	no	no
PHBP11	0.33752071048671	0.34	-0.335322717157795	no	no
ACTBP11	0.403560537131513	0.4	0.407888383412018	no	no
CICP5	0.90830218579631	0.91	-0.0702927656581946	no	no
GTF2IP20	0.00217992375348233	0.0022	0.879979265561113	no	no
SEPTIN7P13	0.00389848803744323	0.0039	0.775748078835932	no	no
RP11-504P24.9	0.211710639677652	0.21	0.187555787692323	no	no
RP11-504P24.5	0.411207889293668	0.41	0.991292227937143	no	no
FBXO28	0.00170826169534595	0.0017	0.854042166686832	no	no
RP11-365O16.1	0.987463172778485	0.99	-0.0171542905318465	no	no
DEGS1	0.262009234313215	0.26	0.319340025255577	no	no
RP11-365O16.3	0.161255303246444	0.16	-0.171360648942807	no	no
RP11-365O16.6	0.014848211603416	0.015	1.28945042517941	up	no
NVL	4.85011224423302e-06	4.9e-06	1.45568555958118	up	no
MIR320B2	0.285147131433927	0.29	0.625678492983219	no	no
RP11-365O16.5	0.60194714575664	0.6	0.29990628759257	no	no
CNIH4	0.0111517479744182	0.011	0.673092914111883	no	no
WDR26	0.0214738582774679	0.021	0.565628337680269	no	no
MIR4742	0.213954526479435	0.21	-1.43752114829909	no	no
CNIH3	0.403560537131513	0.4	-0.866138458835764	no	no
AKR1B1P1	0.656740675441921	0.66	-0.102044516552222	no	no
CNIH3-AS2	0.33142892714626	0.33	-0.31721957083768	no	no
DNAJB6P6	0.714951777662946	0.71	-0.191012921036561	no	no
RP11-3L21.3	0.736797864033308	0.74	0.287096140415349	no	no
CNIH3-AS1	0.482698627750057	0.48	-0.230450633402847	no	no
LINC02813	0.398259013992888	0.4	-1.20218536053286	no	no
RP11-449J1.2	0.475154171071177	0.48	0.273026200502077	no	no
DNAH14	0.00078863366972633	0.00079	1.63682624121629	up	no
LBR	8.33832326055854e-05	8.3e-05	1.40754666340011	up	no
LINC02765	0.800740950347572	0.8	0.0369844099068072	no	no
RP11-496N12.9	0.179677233447983	0.18	1.01417841058476	no	no
ENAH	5.93814442108511e-05	5.9e-05	0.759763515182635	no	no
RP11-145A3.1	0.0620523606482025	0.062	-1.12940814499419	no	no
RP11-145A3.2	0.213954526479435	0.21	-0.297827919367049	no	no
RNU6-1304P	0.401735637055398	0.4	-1.03582651034512	no	no
SRP9	0.0148813162522627	0.015	0.44465234001323	no	no
RP11-145A3.4	0.442719445125555	0.44	1.01035247926086	no	no
EPHX1	0.0135345014952649	0.014	-0.659753681780134	no	no
RP11-285F7.2	0.741302403279195	0.74	0.0241997719695889	no	no
TMEM63A	0.887529933525342	0.89	0.0525221625012619	no	no
LEFTY1	0.0421855472235406	0.042	0.881050829699814	no	no
RP4-559A3.7	0.714951777662946	0.71	-0.0578188316588075	no	no
PYCR2	0.671142598033232	0.67	0.0864930992173459	no	no
RP4-559A3.6	0.401735637055398	0.4	-0.406566961025384	no	no
LEFTY2	0.368789713535367	0.37	-0.11441979542022	no	no
SDE2	0.00913960329281132	0.0091	0.761630159285272	no	no
H3-3A-DT	0.262009234313215	0.26	0.33632176705299	no	no
H3-3A	0.000159464476452093	0.00016	0.980288371826024	no	no
LINC01703	0.0179212367196174	0.018	0.559055072101979	no	no
RP11-396C23.3	0.723830858109559	0.72	-0.0862736705822729	no	no
ACBD3	0.0111517479744182	0.011	0.583586345529538	no	no
ACBD3-AS1	0.0207133874368346	0.021	1.45404763707953	up	no
MIXL1	0.00260891793117545	0.0026	1.40508815744541	up	no
LIN9	3.89826197984737e-06	3.9e-06	1.72263403154906	up	no
PARP1	0.000136103914385552	0.00014	1.15336047888832	up	no
RPS3AP7	0.17269695155171	0.17	0.545907102008296	no	no
CDKN2AIPNLP1	0.345157811409077	0.35	0.620602398986419	no	no
RP11-118H4.4	0.721977016185159	0.72	0.598118782020576	no	no
STUM	0.539349703261296	0.54	0.304207232746515	no	no
ITPKB	0.223368073144892	0.22	-0.498987408520993	no	no
ITPKB-IT1	0.2290249177008	0.23	-0.632948113945127	no	no
ITPKB-AS1	0.401735637055398	0.4	-0.200178437019522	no	no
RP11-450B15.1	0.139959009618924	0.14	-0.753321635023123	no	no
PSEN2	0.0575222939964668	0.058	0.777301505511013	no	no
RP5-1087E8.6	0.0744319439333915	0.074	0.307168073564675	no	no
COQ8A	0.00946518323481408	0.0095	1.15194229984788	up	no
RP5-1087E8.2	0.414090126593677	0.41	-0.973876106642972	no	no
CDC42BPA	0.101574807936807	0.1	0.465545940512693	no	no
RP5-1087E8.5	0.406520982090715	0.41	0.118540490037882	no	no
RP11-1B20.1	0.117940144029158	0.12	0.319667309861383	no	no
RP11-211A18.2	0.117940144029158	0.12	0.403386001616333	no	no
RP11-211A18.1	0.806315054036304	0.81	0.2212186329095	no	no
RP11-211A18.3	0.288175633383966	0.29	0.131422386282128	no	no
LINC01641	0.288175633383966	0.29	0.0611347800265072	no	no
NUCKS1P1	0.251454206074003	0.25	0.463918351548893	no	no
BTF3P9	0.689607019511507	0.69	0.173142702814161	no	no
FAM166AP5	0.344925059885903	0.34	-0.28846722150272	no	no
TUBB8P10	0.463823135819794	0.46	-0.247273047242454	no	no
TUBB8P9	0.195717092454312	0.2	-0.385322796977635	no	no
FAM166AP4	0.107710224681149	0.11	-0.834659942239909	no	no
RP11-275O4.7	0.0393178978815794	0.039	0.779847197755449	no	no
RNA5SP77	0.936095390960732	0.94	0.0109423741002711	no	no
ZNF678	0.00348149743414161	0.0035	0.87044074380894	no	no
FAM133FP	0.765084001834143	0.77	-0.0453563673817719	no	no
ZNF847P	0.0202229302811949	0.02	0.896855391921122	no	no
SNAP47	0.00150838709737628	0.0015	1.01972718613206	up	no
JMJD4	0.0389295444306838	0.039	0.72123632264279	no	no
SNAP47-AS1	0.177496250793734	0.18	0.578867387980552	no	no
RP3-451C13.1	0.0601738317578352	0.06	0.855162677536007	no	no
PRSS38	0.936095390960732	0.94	-0.117317393741077	no	no
WNT9A	0.00671173841875019	0.0067	1.22404087830111	up	no
MIR5008	0.401735637055398	0.4	-0.688978107239935	no	no
CICP26	0.179677233447983	0.18	0.147494062711492	no	no
SEPTIN14P17	0.401735637055398	0.4	-0.6482679666319	no	no
WNT3A	0.0761555360594609	0.076	0.256201534119842	no	no
LINC02809	0.598275183708316	0.6	0.280410896283809	no	no
ARF1	0.0101025073904858	0.01	0.540679515361787	no	no
C1orf35	6.00667326128125e-06	6e-06	1.05339237645924	up	no
MRPL55	0.0456621220209066	0.046	0.553439663315883	no	no
FAM96AP2	0.438076716185651	0.44	0.597578242812802	no	no
RP5-881P19.8	0.0962612515395077	0.096	0.700416238012432	no	no
RP11-520H14.7	0.000688904776140096	0.00069	1.11211864238571	up	no
RP11-520H14.1	0.872600060989729	0.87	0.435656826426471	no	no
GUK1	0.027908175037836	0.028	0.395358017715795	no	no
GJC2	0.0667298552382576	0.067	0.480084120259098	no	no
IBA57-DT	0.00435882668997611	0.0044	1.03989693767179	up	no
IBA57	0.00217992375348233	0.0022	0.813029001474858	no	no
OBSCN-AS1	2.82073718041854e-05	2.8e-05	1.76164953522536	up	no
OBSCN	1.36025916304657e-05	1.4e-05	2.19925701480511	up	no
RP5-1139B12.2	0.0019041888993662	0.0019	0.765424810336104	no	no
RP5-1139B12.4	0.0419565054399325	0.042	0.893089729763577	no	no
RP11-245P10.9	8.90323540165681e-06	8.9e-06	2.43095840841064	up	no
RP11-245P10.6	1	1	0.658349535267257	no	no
TRIM11	0.000136103914385552	0.00014	1.1848002129746	up	no
RP11-245P10.4	0.0128175611798886	0.013	1.26372554744389	up	no
TRIM17	0.00542461572989952	0.0054	1.77761961137988	up	no
H3-4	0.984430935681716	0.98	-0.151390824851296	no	no
RPL23AP15	0.364405397171388	0.36	1.0586464909727	no	no
H2AW	0.000159464476452093	0.00016	1.76988330883355	up	no
H2BU1	2.45927194631247e-05	2.5e-05	1.83146931234946	up	no
MIR4666A	0.137262567377329	0.14	1.92700815274439	no	no
H2BU2P	0.000176211702399556	0.00018	2.90386897873977	up	no
RP5-915N17.11	0.0253218765402327	0.025	1.45816274140774	up	no
RNF187	0.0009010929448244	9e-04	0.830206715226064	no	no
BTNL10	0.0529691617076247	0.053	0.797421929981874	no	no
RNA5S9	0.401735637055398	0.4	-0.642608718712265	no	no
RNA5SP18	0.000550943485687855	0.00055	2.53980240861779	up	no
DUSP5P1	7.04626452473591e-05	7e-05	1.66983477357753	up	no
ENSG10010138531.1	0.0247683450238226	0.025	1.16557572347991	up	no
FTH1P2	0.168129982230901	0.17	-0.464955106520668	no	no
RHOU	0.0575222939964668	0.058	0.822887616852353	no	no
LINC02815	0.9357344758674	0.94	-0.511618449166193	no	no
ISCA1P2	0.887785958899183	0.89	-0.0111305771048814	no	no
LINC02814	0.000482104463106324	0.00048	-1.6136438761923	down	no
RP5-1061H20.5	0.726571882355991	0.73	0.199053003835355	no	no
TMEM78	0.177496250793734	0.18	0.457156016937872	no	no
RP5-1061H20.4	8.33832326055854e-05	8.3e-05	1.35412366655183	up	no
RAB4A	0.199926320276013	0.2	0.222636628619495	no	no
RP4-803J11.2	0.0343198570069004	0.034	1.03892498722268	up	no
CCSAP	0.00542461572989952	0.0054	1.12594810045587	up	no
RN7SKP276	0.401735637055398	0.4	-0.690110469523925	no	no
ACTA1	0.0111517479744182	0.011	0.693558879620814	no	no
NUP133	0.00348149743414161	0.0035	0.82644635148745	no	no
RP4-613A2.1	0.423792527333353	0.42	0.346629355985587	no	no
ABCB10	0.00276365181218258	0.0028	0.951048747849843	no	no
RNU4-21P	0.485661089668837	0.49	-0.159458257468104	no	no
RNA5SP78	0.183907576101273	0.18	1.32637735246945	no	no
HMGN2P19	0.768590477854959	0.77	0.253445834852975	no	no
TAF5L	0.00245646307567908	0.0025	1.09847033042487	up	no
URB2	0.00150838709737628	0.0015	1.43810955464392	up	no
RP11-108F13.2	0.436262669119216	0.44	0.407076731830954	no	no
HMGB1P26	0.220546728392893	0.22	0.602942399682713	no	no
LINC01682	0.401735637055398	0.4	-0.0521600448463938	no	no
LINC01736	0.290133185157779	0.29	-0.237866004914037	no	no
GALNT2	0.158400563197595	0.16	0.423735919866828	no	no
RP5-956O18.2	0.105993683139861	0.11	0.520880154422394	no	no
PGBD5	0.140197142557822	0.14	0.49480802426884	no	no
RP4-553F17.1	0.323732059308678	0.32	0.455782913869847	no	no
COG2	0.0111517479744182	0.011	0.814932295438397	no	no
AGT	0.625832791427982	0.63	0.311827378615031	no	no
RP11-99J16__A.2	0.0666218404847751	0.067	1.11368306885493	no	no
CAPN9	0.0421855472235406	0.042	0.391626928591933	no	no
RNA5SP79	0.220546728392893	0.22	1.03744648139672	no	no
C1orf198	0.0148813162522627	0.015	0.716098671346511	no	no
RP5-858B6.3	0.000780740281978522	0.00078	1.66314770133074	up	no
RP5-858B6.4	0.0570759628942771	0.057	1.56190842378559	no	no
RP5-858B6.5	0.401735637055398	0.4	-0.108896504177483	no	no
RN7SL837P	0.872600060989729	0.87	0.140293889871772	no	no
TTC13	0.00671173841875019	0.0067	0.910096569118759	no	no
ARV1	0.304910578956478	0.3	0.219095154587175	no	no
FAM89A	0.581859596609717	0.58	0.319476032732748	no	no
RP11-423F24.3	0.0163641259585714	0.016	1.04268686832867	up	no
RP5-1097F14.1	0.630410056859854	0.63	-0.563994318470384	no	no
TRIM67	0.000293711215479933	0.00029	1.82845215770296	up	no
TRIM67-AS1	0.0113224742104223	0.011	1.11185870504921	up	no
C1orf131	0.00913960329281132	0.0091	0.572347447306171	no	no
GNPAT	0.00276365181218258	0.0028	0.729119195465353	no	no
EXOC8	0.0135345014952649	0.014	0.662440826275032	no	no
SPRTN	0.00671173841875019	0.0067	0.716234347582313	no	no
RP5-876B10.6	0.213954526479435	0.21	-1.20359429428547	no	no
EGLN1	0.0163410558097465	0.016	0.606912000653506	no	no
RP5-876B10.7	0.414335493614823	0.41	0.097727316764207	no	no
RP11-295G20.2	8.33832326055854e-05	8.3e-05	0.700670092538759	no	no
TSNAX	0.0493699863064517	0.049	0.429578164156861	no	no
TSNAX-DISC1	0.314396122063926	0.31	0.166534137587414	no	no
LINC00582	0.448223438609697	0.45	-0.275924540490859	no	no
DISC1	0.140197142557822	0.14	0.420936647667757	no	no
RNU5A-5P	0.213954526479435	0.21	-1.45916101460473	no	no
DISC2	0.0455584547391127	0.046	0.243453233450747	no	no
DISC1-IT1	0.138932812076043	0.14	0.779550434415347	no	no
RP5-865N13.2	0.288175633383966	0.29	0.192668544563357	no	no
RP5-865N13.1	0.288175633383966	0.29	0.073342966772214	no	no
RP11-284L19.1	0.288175633383966	0.29	0.529507974300299	no	no
RN7SL299P	0.288175633383966	0.29	0.503248223551349	no	no
SIPA1L2	0.0456621220209066	0.046	0.88528886498931	no	no
LINC01744	0.288175633383966	0.29	0.072910176991076	no	no
MAP10	0.00170826169534595	0.0017	1.0401565008401	up	no
RNU1-74P	0.474812635771917	0.47	0.321042880954746	no	no
RP4-659I19.4	0.930269791940367	0.93	-0.0875966645862857	no	no
RP4-659I19.1	0.438678333016334	0.44	0.321117549113603	no	no
NTPCR	0.887529933525342	0.89	-0.00454412125575297	no	no
PCNX2	0.00603827835733704	0.006	0.900033473357627	no	no
RPS7P3	0.113745899955339	0.11	0.657374017591641	no	no
MAP3K21	0.459151470837658	0.46	0.367108064491765	no	no
KCNK1	0.421639375952352	0.42	-0.710689431995053	no	no
RP5-895L2.1	0.448223438609697	0.45	-0.256307976909839	no	no
RP11-301G21.1	0.0572903672046146	0.057	0.773331638719479	no	no
RP11-301G21.2	0.401735637055398	0.4	-0.0377143586412302	no	no
RP11-488L4.2	0.406520982090715	0.41	0.56888581535485	no	no
SLC35F3	0.518678945244979	0.52	0.521417279742189	no	no
RP4-799P18.2	0.693826173956609	0.69	-0.206457702370526	no	no
SLC35F3-AS1	0.485661089668837	0.49	0.231944106427851	no	no
RP5-827C21.1	0.789311587720163	0.79	0.0818632197039101	no	no
RP5-827C21.2	0.871894558153554	0.87	0.0731819426113163	no	no
RP5-827C21.6	0.445880623753127	0.45	-0.75785630903032	no	no
COA6-AS1	0.0421855472235406	0.042	0.558896482089236	no	no
COA6	0.178288901938652	0.18	0.338871686581403	no	no
TARBP1	0.00170826169534595	0.0017	1.31036483943869	up	no
LINC01354	0.335898687750845	0.34	0.411838378451131	no	no
RP5-855F14.3	0.213954526479435	0.21	-0.145591124963503	no	no
RP5-855F14.4	0.0234854021561154	0.023	0.639411739144453	no	no
RP5-855F14.2	0.677747782239958	0.68	0.306477116169584	no	no
U8	0.0417571631778819	0.042	0.490688694398521	no	no
IRF2BP2	0.00913960329281132	0.0091	0.623691409261802	no	no
LINC00184	0.125113808261572	0.13	0.468413453120341	no	no
RP4-781K5.9	0.406520982090715	0.41	0.839528581181021	no	no
RP4-781K5.4	0.0554906918584482	0.055	-0.274814246188775	no	no
RP4-781K5.5	0.288175633383966	0.29	0.260527463516712	no	no
RP4-781K5.6	0.48390031744765	0.48	-0.00804553802091015	no	no
RP4-781K5.7	0.542661364622228	0.54	0.0499846303812851	no	no
LINC01132	0.0163410558097465	0.016	0.611734131669169	no	no
PP2672	0.213954526479435	0.21	-0.166631289375055	no	no
RP11-400F1.2	0.00653143315851826	0.0065	0.3366125126213	no	no
RP11-443B7.2	0.414090126593677	0.41	-0.42574684495519	no	no
RP11-443B7.1	0.855763842677915	0.86	-0.243347317346021	no	no
RP11-443B7.3	0.772397995572305	0.77	-0.00735276827094776	no	no
LINC01348	0.197730828791092	0.2	-0.229297512311205	no	no
RP4-597N16.1	0.838213409706278	0.84	0.204899943496584	no	no
RP4-597N16.4	0.0768669724221256	0.077	1.03025550450349	no	no
TOMM20	0.00744968236725205	0.0074	0.810966173437981	no	no
SNORA14B	0.800740950347572	0.8	0.320342699637045	no	no
RBM34	0.0214738582774679	0.021	0.595893650037623	no	no
ARID4B	0.00310429214667797	0.0031	0.787778944758678	no	no
RPL23AP23	0.872600060989729	0.87	0.321433025105727	no	no
GGPS1	0.0019313299121213	0.0019	0.539456000813341	no	no
TBCE	0.000115880517235817	0.00012	1.04345808790948	up	no
RP11-382D8.3	0.291386583144621	0.29	1.20782360246056	no	no
RP11-517I24.5	0.0279644560630647	0.028	0.87305385198883	no	no
RPS21P1	0.117940144029158	0.12	0.758448220978938	no	no
B3GALNT2	0.0019313299121213	0.0019	0.871235285525638	no	no
MTND5P19	0.448223438609697	0.45	-0.0642567161124658	no	no
GNG4	1.22060154662449e-06	1.2e-06	2.14696615131986	up	no
RP11-365D9.1	0.0501275086717424	0.05	0.341559352080821	no	no
LYST	0.27583307256317	0.28	0.359827525066356	no	no
LDHAP2	0.898604083867114	0.9	0.385216647084887	no	no
LYST-AS1	0.872600060989729	0.87	0.263697031441517	no	no
RNU6-968P	0.835756361967637	0.84	-1.5284734636048	no	no
RP5-940F7.2	0.179677233447983	0.18	0.563974212896486	no	no
LINC02768	0.911165370116678	0.91	0.035375847444463	no	no
NID1	0.00348149743414161	0.0035	1.59239442061728	up	no
RP4-764D2.1	0.0783218649063865	0.078	0.920572170380354	no	no
RP4-764D2.2	0.0988365610787785	0.099	0.529432100211457	no	no
GPR137B	0.368789713535367	0.37	0.587198348805442	no	no
ERO1B	0.368789713535367	0.37	0.157148005303837	no	no
RNU2-70P	0.406520982090715	0.41	1.18584613369615	no	no
RP11-478H16.1	0.447900065604976	0.45	0.168948416119382	no	no
EDARADD	0.0136087728475711	0.014	1.3926239144749	up	no
LGALS8	0.0330383315917115	0.033	0.531296388099963	no	no
LGALS8-AS1	0.0291300370328985	0.029	1.31165544417213	up	no
RP11-385F5.5	0.00310429214667797	0.0031	1.38279470739138	up	no
RP11-385F5.4	0.00369335408764521	0.0037	1.58392072087904	up	no
HEATR1	0.0122936122372837	0.012	1.05869907409989	up	no
ACTN2	0.00132963054822808	0.0013	1.19553338144115	up	no
MTR	0.00310429214667797	0.0031	0.763247598530405	no	no
RPSAP21	0.641325072959299	0.64	-0.0528091331215076	no	no
RPL35P1	0.0717570518622554	0.072	0.359053089373691	no	no
MT1HL1	0.969733132001245	0.97	0.204839462909983	no	no
RP11-182B22.7	0.288175633383966	0.29	0.210646746722325	no	no
RYR2	0.0358839090302581	0.036	0.405832752972209	no	no
RP11-193H5.8	0.213954526479435	0.21	-0.14485141094692	no	no
MTRNR2L11	0.936095390960732	0.94	-0.000409862174039504	no	no
RP11-136B18.2	0.401735637055398	0.4	-0.13364507067129	no	no
LINC01139	0.156808826358544	0.16	-0.319064636232193	no	no
RP11-177F15.1	0.0661193874693428	0.066	-0.153564959683612	no	no
RP11-307O1.1	0.194964987944724	0.19	0.822081920720851	no	no
RP11-544D21.3	0.288175633383966	0.29	0.0808827972056654	no	no
RP11-544D21.2	0.288175633383966	0.29	0.0639886096718522	no	no
CHRM3	0.403560537131513	0.4	1.46452378055523	no	no
CHRM3-AS2	0.286263564716766	0.29	-0.0945817258902735	no	no
CHRM3-AS1	0.0501275086717424	0.05	1.59065931291957	no	no
RP11-35L17.3	0.288175633383966	0.29	0.414131919244449	no	no
RP11-438O11.1	0.748321686929985	0.75	0.118501621528254	no	no
RPS7P5	0.872600060989729	0.87	0.079578913191662	no	no
FMN2	0.887529933525342	0.89	-0.11595224860059	no	no
RP11-567G24.1	0.0575222939964668	0.058	0.663971659834293	no	no
ADH5P3	0.720870200363094	0.72	0.257562307381557	no	no
RP11-177F11.1	0.117940144029158	0.12	0.683833280625117	no	no
GREM2	0.498414930252522	0.5	-0.261338578032188	no	no
RP11-467I20.2	0.288175633383966	0.29	0.312090130009632	no	no
RP11-467I20.3	0.853005534789501	0.85	-0.206451355626935	no	no
RP11-80B9.4	0.106391696103228	0.11	0.783265898568467	no	no
RP11-80B9.1	0.0942643068412103	0.094	0.551669999309528	no	no
THAP12P8	0.294258398739838	0.29	0.597392138257525	no	no
RGS7	0.101574807936807	0.1	0.750813087276251	no	no
RFKP1	0.288175633383966	0.29	0.399501836426894	no	no
HNRNPA1P42	0.338974141929159	0.34	0.34559180760073	no	no
RP11-435F13.2	0.688379194683128	0.69	0.272767092332887	no	no
RP11-306K13.1	0.288175633383966	0.29	0.383732680821941	no	no
RP11-527D7.4	0.00261892755045064	0.0026	1.17786352808242	up	no
RP11-527D7.1	0.00414303175858077	0.0041	1.65750040006499	up	no
RP11-527D7.3	0.0484735190641384	0.048	0.606627658836568	no	no
FH	0.0101025073904858	0.01	0.683255080249005	no	no
KMO	0.717648464978405	0.72	-0.319189309597918	no	no
OPN3	0.00276365181218258	0.0028	1.02069247331292	up	no
CHML	0.000453937062672543	0.00045	1.28988209769363	up	no
