sy	wilcox_p	wilcox_p2	log2foldchange	lab	show
DDX11L1	0.293185633196484	0.29	1.7382283301921	no	no
WASH7P	0.00245646307567908	0.0025	1.04721266312135	up	no
MIR6859-1	0.00285095583064387	0.0029	1.32366333289513	up	no
MIR1302-2HG	0.000179281743469251	0.00018	1.62429624280437	up	no
FAM138A	0.255045731671066	0.26	-0.380488874986055	no	no
OR4G4P	0.765084001834143	0.77	-0.00207787716345563	no	no
OR4G11P	0.485661089668837	0.49	0.0833906018143599	no	no
OR4F5	0.872600060989729	0.87	0.0122192968456725	no	no
RP11-34P13.7	0.541306490899864	0.54	0.425766461599411	no	no
CICP27	0.0307115426650839	0.031	-0.308765281332055	no	no
RP11-34P13.15	0.0886668828144011	0.089	-1.30103834087386	no	no
RP11-34P13.16	0.588340661603107	0.59	-0.887490611232724	no	no
RP11-34P13.14	0.301930704655325	0.3	-0.552247366516194	no	no
RP11-34P13.13	0.0537873573650558	0.054	0.665659239126185	no	no
DDX11L17	0.466096542912569	0.47	0.686788832793492	no	no
WASH9P	0.00150838709737628	0.0015	1.03883307047171	up	no
MIR6859-2	0.406520982090715	0.41	1.68559602377072	no	no
AP006222.1	0.223368073144892	0.22	1.06476993600704	no	no
AP006222.3	0.930288570115691	0.93	1.57061816013617	no	no
RPL23AP24	0.896905210090825	0.9	0.455861595555509	no	no
RP4-669L17.2	0.288175633383966	0.29	0.0999046936485661	no	no
RP4-669L17.4	0.130458997298106	0.13	0.474432211942733	no	no
OR4F29	0.288175633383966	0.29	0.150212457578734	no	no
CICP7	0.401735637055398	0.4	-0.0470970815010619	no	no
RP4-669L17.8	0.133155326971893	0.13	0.290349795281171	no	no
U6	0.645981001479234	0.65	0.154987083808616	no	no
RP11-206L10.17	0.774464575034054	0.77	0.370215722728713	no	no
RP5-857K21.2	0.288175633383966	0.29	0.195849706347199	no	no
MTND1P23	0.21141866041769	0.21	-0.396501085009896	no	no
MTND2P28	0.27583307256317	0.28	-1.03825436941916	no	no
MTCO1P12	0.0303830303346674	0.03	-1.44816597848443	down	no
MTCO2P12	0.0667298552382576	0.067	-0.328306211855057	no	no
MTATP8P1	0.0949499508961713	0.095	-0.402865285731283	no	no
MTATP6P1	0.0575222939964668	0.058	-0.504756678015904	no	no
MTCO3P12	0.123606939257179	0.12	-0.339617555209891	no	no
WBP1LP6	0.288175633383966	0.29	0.324869760015483	no	no
CICP3	0.0279665635270197	0.028	0.473473058120948	no	no
RP11-206L10.2	0.00671173841875019	0.0067	0.889443900465888	no	no
RP11-206L10.4	0.288175633383966	0.29	0.377913810741269	no	no
LINC01409	0.00913960329281132	0.0091	0.764542553221807	no	no
RP11-206L10.8	0.797893883198657	0.8	0.416489430566811	no	no
FAM87B	0.774464575034054	0.77	-0.0747332955680708	no	no
LINC01128	0.101574807936807	0.1	0.338385838692512	no	no
LINC00115	0.0456621220209066	0.046	0.825395070001384	no	no
RP11-206L10.19	0.360503155903172	0.36	0.460933618848656	no	no
FAM41C	0.0485153799519704	0.049	0.528498065075288	no	no
TUBB8P11	0.606634470081327	0.61	-0.0901948774122069	no	no
FAM166AP3	0.213954526479435	0.21	-0.300728802825031	no	no
RP11-54O7.16	0.000541646843787191	0.00054	2.98508484486704	up	no
RP11-54O7.1	0.0242874905418774	0.024	1.09025906794354	up	no
RP11-54O7.2	0.00136470698657298	0.0014	2.13073598480282	up	no
LINC02593	0.0064759536825286	0.0065	2.1309694915493	up	no
SAMD11	0.00825722523488441	0.0083	2.2744372046556	up	no
NOC2L	1.36025916304657e-05	1.4e-05	1.17607312215511	up	no
KLHL17	4.99111088029153e-05	5e-05	1.85327596761748	up	no
PLEKHN1	0.279286457080465	0.28	0.294784821953303	no	no
PERM1	0.0114984547539174	0.011	0.827653844304708	no	no
RP11-54O7.17	0.00078863366972633	0.00079	1.57399599035031	up	no
HES4	9.10716539619356e-06	9.1e-06	1.57646128363775	up	no
ISG15	0.290133185157779	0.29	0.818549149237075	no	no
RP11-54O7.10	0.115632720477076	0.12	1.54131150653618	no	no
RP11-54O7.11	0.000134454333267965	0.00013	1.86947584157861	up	no
AGRN	5.93814442108511e-05	5.9e-05	1.39816933515562	up	no
RP11-465B22.3	0.0336077765464808	0.034	0.896771887711312	no	no
RP11-54O7.18	0.656740675441921	0.66	-0.635811265926435	no	no
RNF223	0.981621503364844	0.98	-0.0201902152079363	no	no
C1orf159	0.000453937062672543	0.00045	1.04327014800123	up	no
RP11-465B22.9	0.0462909798987559	0.046	1.26650540593142	up	no
LINC01342	0.876751144104808	0.88	0.319955223738286	no	no
MIR200B	0.765084001834143	0.77	-0.265436523687381	no	no
MIR200A	0.288175633383966	0.29	2.02772133646394	no	no
MIR429	0.748321686929985	0.75	0.813217130804055	no	no
RP11-465B22.8	0.438678333016334	0.44	0.341852418360244	no	no
TTLL10-AS1	0.217520789000001	0.22	-0.226762514458961	no	no
TTLL10	1	1	0.532748891076736	no	no
TNFRSF18	0.188885368438666	0.19	0.683659401858227	no	no
TNFRSF4	0.741302403279195	0.74	0.12077227882431	no	no
SDF4	0.0619885900001061	0.062	0.364787745882725	no	no
B3GALT6	0.00078863366972633	0.00079	0.797605919382104	no	no
C1QTNF12	0.00132963054822808	0.0013	1.44764860092454	up	no
RP5-902P8.12	0.158400563197595	0.16	0.462358972472014	no	no
UBE2J2	0.00603827835733704	0.006	0.674389060512329	no	no
LINC01786	0.0256044710667494	0.026	0.62899485687951	no	no
SCNN1D	0.0667298552382576	0.067	0.475098434555633	no	no
ACAP3	0.000393430256677001	0.00039	1.14039181287128	up	no
PUSL1	0.00276365181218258	0.0028	0.96979147981594	no	no
INTS11	0.000186406381980322	0.00019	0.911025625322267	no	no
RP5-890O3.9	0.000186406381980322	0.00019	1.12784743008734	up	no
CPTP	0.188885368438666	0.19	0.297711239789753	no	no
TAS1R3	0.560414292745471	0.56	0.318350575892096	no	no
DVL1	0.00276365181218258	0.0028	0.742738417924991	no	no
MXRA8	0.887529933525342	0.89	0.0914338716099463	no	no
AURKAIP1	0.320166018066783	0.32	0.448345334389646	no	no
NDUFB4P8	0.0786668031632083	0.079	1.01734727255513	no	no
CCNL2	0.00245646307567908	0.0025	0.974341167244061	no	no
MRPL20-AS1	0.0163410558097465	0.016	0.624340849804262	no	no
MRPL20	0.0456621220209066	0.046	0.408262899112155	no	no
MRPL20-DT	0.000453937062672543	0.00045	1.26531862930455	up	no
ANKRD65	0.987463172778485	0.99	0.101955797534772	no	no
RP4-758J18.7	0.498414930252522	0.5	0.285489622027662	no	no
TMEM88B	0.625832791427982	0.63	-0.0107926324140669	no	no
LINC01770	0.355853232858459	0.36	0.381498975950813	no	no
VWA1	0.560414292745471	0.56	0.186419363679198	no	no
ATAD3C	0.0101025073904858	0.01	-1.14791950056414	down	no
ATAD3B	0.00170826169534595	0.0017	1.05356611068192	up	no
RP5-832C2.8	0.188885368438666	0.19	0.470340092295678	no	no
ATAD3A	1.11515361480512e-05	1.1e-05	1.25407898625389	up	no
TMEM240	0.000522678276590694	0.00052	1.24703510420858	up	no
SSU72	0.00116999639174036	0.0012	0.576383418427517	no	no
RP5-832C2.5	0.00435882668997611	0.0044	0.97846705636177	no	no
FNDC10	0.123606939257179	0.12	0.687963398223954	no	no
RP11-345P4.12	0.258282727826066	0.26	0.651085818234482	no	no
RP11-345P4.9	0.00671173841875019	0.0067	0.577194436524171	no	no
MIB2	0.00671173841875019	0.0067	0.873994171516322	no	no
MMP23B	0.0303830303346674	0.03	1.04785385381197	up	no
CDK11B	0.000159464476452093	0.00016	0.639090237602293	no	no
RP11-345P4.10	0.533820444846697	0.53	0.521758070584493	no	no
SLC35E2B	0.00217992375348233	0.0022	1.02179721975542	up	no
RP11-345P4.6	0.00396014974467575	0.004	1.15955609946881	up	no
MMP23A	0.0209610928622195	0.021	0.917896691571519	no	no
CDK11A	0.0256044710667494	0.026	0.803616431573916	no	no
RP1-283E3.8	0.00671173841875019	0.0067	0.858208354618244	no	no
RP1-283E3.4	0.00217992375348233	0.0022	1.16357374530162	up	no
SLC35E2A	0.00486618723818909	0.0049	1.00070632727236	up	no
NADK	0.027908175037836	0.028	0.504565323977041	no	no
GNB1	0.00150838709737628	0.0015	0.755303864129839	no	no
RP1-140A9.1	0.0533196963678118	0.053	0.810562166312145	no	no
CALML6	0.219726392352565	0.22	0.506073047204215	no	no
TMEM52	9.95461297904652e-05	1e-04	2.54345468076913	up	no
CFAP74	0.00217992375348233	0.0022	2.46127358306037	up	no
RP11-547D24.1	0.470355920441432	0.47	0.971166212544112	no	no
GABRD	0.178288901938652	0.18	1.13255330096284	no	no
PRKCZ	0.000522678276590694	0.00052	1.26463845176731	up	no
RP5-892K4.1	0.00194969572850843	0.0019	0.748511162753881	no	no
PRKCZ-AS1	0.000393430256677001	0.00039	1.10107045489736	up	no
FAAP20	0.00310429214667797	0.0031	0.558005474542775	no	no
RP11-181G12.4	0.122729757408365	0.12	0.692975271353144	no	no
SKI	0.077081563486748	0.077	0.40753611936713	no	no
RP11-181G12.8	0.140197142557822	0.14	0.856495255322209	no	no
MORN1	0.00276365181218258	0.0028	0.945377807000589	no	no
RP4-713A8.1	0.54642624306	0.55	0.527364132771621	no	no
RP4-740C4.5	0.000393430256677001	0.00039	0.999367816697913	no	no
RP4-740C4.7	0.00310429214667797	0.0031	1.13854399012363	up	no
RER1	0.0575222939964668	0.058	0.412061125967225	no	no
PEX10	0.131705189077262	0.13	0.30260664807175	no	no
PLCH2	0.00913960329281132	0.0091	2.80175751234187	up	no
RP3-395M20.3	0.666020256762826	0.67	-0.195846285004454	no	no
PANK4	0.00603827835733704	0.006	0.910553908974829	no	no
HES5	1.66804730667736e-05	1.7e-05	3.55960942490518	up	no
TNFRSF14-AS1	0.41462917160402	0.41	-0.0487524267282062	no	no
TNFRSF14	0.368789713535367	0.37	-0.257083573260114	no	no
RP3-395M20.9	0.0885907746016616	0.089	-0.37372255595071	no	no
PRXL2B	0.00150838709737628	0.0015	1.02250641961056	up	no
MMEL1	0.00862384647507632	0.0086	2.03695736276405	up	no
MMEL1-AS1	0.288175633383966	0.29	0.705206500015486	no	no
TTC34	0.0942572745819658	0.094	0.64617753723309	no	no
ABC14-1188822O7.1	0.406520982090715	0.41	0.453669095220261	no	no
RP11-740P5.4	0.445088381986749	0.45	0.343440228758443	no	no
RP11-740P5.3	0.288175633383966	0.29	0.754198895258712	no	no
RP5-907A6.1	0.382398105748797	0.38	0.570868863441194	no	no
ACTRT2	0.936095390960732	0.94	-0.00148593483254599	no	no
PRDM16-DT	0.0456621220209066	0.046	1.2814705020603	up	no
PRDM16	0.0330383315917115	0.033	1.34703305014898	up	no
RP1-163G9.2	0.930269791940367	0.93	0.00395955301749196	no	no
RP11-193J6.1	0.063831735330903	0.064	0.512305775454672	no	no
RP11-22L13.1	0.286075041500302	0.29	-0.437373061848652	no	no
RP4-785P20.3	0.811237844640535	0.81	0.192307152373463	no	no
RP4-785P20.2	0.662837396306377	0.66	0.494737132579927	no	no
ARHGEF16	0.0009010929448244	9e-04	1.64465117914959	up	no
RP11-168F9.2	0.000525942485134988	0.00053	2.84451103986811	up	no
MEGF6	0.00116999639174036	0.0012	3.59640817721647	up	no
MIR551A	0.288175633383966	0.29	1.05194612312623	no	no
RP11-46F15.2	0.0619885900001061	0.062	0.898738059293292	no	no
TPRG1L	0.60367076210369	0.6	0.0647941430552815	no	no
WRAP73	0.00348149743414161	0.0035	0.880741877318303	no	no
TP73	0.0209858611591236	0.021	2.07673831068966	up	no
TP73-AS3	0.777780482153545	0.78	-0.0872720685493304	no	no
TP73-AS2	0.872600060989729	0.87	0.25374458762731	no	no
TP73-AS1	0.00913960329281132	0.0091	2.45915477297963	up	no
CCDC27	0.593206290745481	0.59	0.0822874244930393	no	no
SMIM1	0.811046774217246	0.81	0.0837687181643624	no	no
LRRC47	8.33832326055854e-05	8.3e-05	0.990469570547194	no	no
RN7SL574P	0.0437835442009218	0.044	1.19165931551108	up	no
RP1-286D6.5	0.00161177671392103	0.0016	1.67585108269904	up	no
CEP104	0.108552093969253	0.11	0.297993459250121	no	no
DFFB	0.00150838709737628	0.0015	1.03791147873135	up	no
C1orf174	0.00486618723818909	0.0049	0.636019348961821	no	no
LINC01134	0.0265832630282119	0.027	0.662475729151329	no	no
LINC01346	0.139812288497734	0.14	0.512721815492329	no	no
LINC01345	0.442719445125555	0.44	0.301007549016372	no	no
LINC02780	0.401735637055398	0.4	-0.0517759725958866	no	no
RP11-718D19.2	0.401735637055398	0.4	-0.0171315339587936	no	no
EEF1DP6	0.455759458804627	0.46	0.0155375533317146	no	no
LINC01777	0.199347576272187	0.2	0.620646528308649	no	no
AJAP1	0.000393430256677001	0.00039	2.06008067219689	up	no
RP1-77N19.1	0.0419565054399325	0.042	0.553814105466031	no	no
RP4-603B14.2	0.401735637055398	0.4	-0.200448214012037	no	no
LINC02782	0.117940144029158	0.12	0.561463852721765	no	no
RP1-58B11.2	0.123046329971403	0.12	2.04691365107216	no	no
RP1-58B11.3	0.288175633383966	0.29	0.151558037752118	no	no
RP1-58B11.1	0.0926400502377457	0.093	0.831566899281276	no	no
RP11-154H17.1	0.221148458257503	0.22	0.332028603742928	no	no
MIR4689	0.0501275086717424	0.05	2.62214701600991	no	no
NPHP4	0.00542461572989952	0.0054	0.926897323419603	no	no
KCNAB2	0.539349703261296	0.54	-0.00379072170457801	no	no
CHD5	0.887529933525342	0.89	0.675606143828438	no	no
RPL22	0.0135345014952649	0.014	0.494596821307827	no	no
RNF207-AS1	0.405678952593805	0.41	1.19373150115082	no	no
RNF207	0.027908175037836	0.028	1.34700414225441	up	no
ICMT	0.223368073144892	0.22	0.273343352792941	no	no
LINC00337	0.0161237754420586	0.016	0.748139746303619	no	no
HES3	4.90936208686657e-05	4.9e-05	3.00446091815227	up	no
GPR153	2.00351070456815e-05	2e-05	2.12101051972467	up	no
ACOT7	0.00348149743414161	0.0035	1.1363897591561	up	no
RP1-202O8.3	0.340722463441177	0.34	0.748421302054032	no	no
HES2	0.983917296892113	0.98	0.326453178809354	no	no
ESPN	0.00858533681876128	0.0086	2.72736453300184	up	no
TNFRSF25	0.00435882668997611	0.0044	1.90612619062638	up	no
PLEKHG5	0.0234626183133903	0.023	1.6365976940033	up	no
NOL9	0.00132963054822808	0.0013	0.902691054424729	no	no
RNU6-731P	0.288175633383966	0.29	1.51427972679352	no	no
RP11-58A11.2	0.0592105621306157	0.059	0.862676399304833	no	no
TAS1R1	0.421639375952352	0.42	-0.246220079052886	no	no
ZBTB48	0.0019313299121213	0.0019	0.825725077947251	no	no
KLHL21	0.248659162427515	0.25	0.030410038633429	no	no
PHF13	0.0330383315917115	0.033	0.53630470468495	no	no
THAP3	0.0009010929448244	9e-04	0.943502201369415	no	no
DNAJC11	0.00102771639773537	0.001	0.954570933265302	no	no
LINC01672	0.477065943567056	0.48	-0.115150316031846	no	no
RP11-242F24.2	0.177496250793734	0.18	0.389671209271447	no	no
CAMTA1-DT	0.149092623625566	0.15	0.467417940680861	no	no
CAMTA1	0.0717570518622554	0.072	0.300989435383862	no	no
RP11-312B8.2	0.117940144029158	0.12	1.13090233069537	no	no
RP11-334N17.1	0.0501275086717424	0.05	1.25400692835664	no	no
RNU1-8P	0.177496250793734	0.18	0.975969071741042	no	no
CAMTA1-IT1	0.197029181535085	0.2	0.990180461188662	no	no
CAMTA1-AS2	0.676817089119053	0.68	-0.069745690155962	no	no
CAMTA1-AS1	0.00947720320019307	0.0095	2.70917152551465	up	no
RP11-338N10.1	0.00137572386046883	0.0014	1.21039217600849	up	no
RP11-338N10.2	0.0064759536825286	0.0065	0.98487652558969	no	no
RP11-338N10.3	0.0035715110433528	0.0036	1.1737479480441	up	no
VAMP3	0.765197209232497	0.77	-0.13269778400881	no	no
RP3-467L1.6	0.286075041500302	0.29	0.662214652156396	no	no
PER3	0.648328991077541	0.65	-0.271750363320985	no	no
RP3-467L1.4	0.133155326971893	0.13	-0.728457242629438	no	no
UTS2	0.21371870728461	0.21	-0.730861490679056	no	no
TNFRSF9	0.0399821630598764	0.04	-1.53767604642218	down	no
PARK7	0.131705189077262	0.13	0.31776987400839	no	no
Y_RNA	0.0111517479744182	0.011	0.51156989403913	no	no
CTA-215D11.6	0.00437149324949258	0.0044	0.96299225139589	no	no
CTA-215D11.5	0.184176503383708	0.18	0.682841401751411	no	no
ERRFI1	0.115892724893348	0.12	0.836420917940093	no	no
RP11-431K24.1	0.00640025307299793	0.0064	1.12459627666738	up	no
CTA-215D11.4	0.299079256908394	0.3	0.388357232506266	no	no
RP11-431K24.2	0.936095390960732	0.94	-0.109541186159537	no	no
LINC01714	0.117940144029158	0.12	0.385359751948843	no	no
SLC45A1	0.0234626183133903	0.023	0.55861274940474	no	no
RERE	0.00603827835733704	0.006	0.772832298149921	no	no
RERE-AS1	0.47368988600417	0.47	-0.216933158560119	no	no
ENSG10010135148.1	0.310930173133385	0.31	0.568466867502097	no	no
RP5-1115A15.2	0.102774567259067	0.1	1.27928792075324	no	no
RPL7P11	0.517076128983054	0.52	0.638429429278023	no	no
RPL7P7	0.271181014038188	0.27	0.324292531230217	no	no
RP4-633I8.3	0.401735637055398	0.4	-0.181590031546777	no	no
RP4-633I8.4	0.220546728392893	0.22	0.831769545585224	no	no
RPL23AP19	0.401735637055398	0.4	-0.283339306510666	no	no
ENO1	0.0101025073904858	0.01	0.641535749136987	no	no
MIR6728	0.448223438609697	0.45	-0.607968093077195	no	no
ENO1-AS1	0.10415164861861	0.1	0.806878735995632	no	no
RNU6-304P	0.179677233447983	0.18	1.23770471628837	no	no
HMGN2P17	2.41971941131849e-05	2.4e-05	1.39464747844009	up	no
RP3-477M7.5	0.507924644544713	0.51	0.410636516989104	no	no
RP3-477M7.6	0.288175633383966	0.29	2.09919993950189	no	no
CA6	0.758107122660512	0.76	0.0941514544912418	no	no
SLC2A7	0.288175633383966	0.29	0.0979397996199598	no	no
SLC2A5	0.320166018066783	0.32	-0.304599431590691	no	no
GPR157	0.838113427795057	0.84	0.30501680313687	no	no
MIR34AHG	0.00348149743414161	0.0035	-1.64887648335875	down	no
LNCTAM34A	2.8308002051521e-05	2.8e-05	-1.94221632164861	down	no
H6PD	0.248659162427515	0.25	0.0240697175771698	no	no
SPSB1	0.0234626183133903	0.023	0.490112991405334	no	no
CTD-2510L9.2	0.00389848803744323	0.0039	0.905477880790056	no	no
LINC02606	0.0111517479744182	0.011	0.679929326621526	no	no
RP13-392I16.1	0.118651405915017	0.12	-0.780004719158097	no	no
SLC25A33	0.27583307256317	0.28	0.0553129976529419	no	no
RP13-15M17.1	0.0719899361511704	0.072	0.830334727771314	no	no
TMEM201	0.000522678276590694	0.00052	0.826600371556491	no	no
PIK3CD	0.789311587720163	0.79	-0.166564081239697	no	no
PIK3CD-AS1	0.0527994195769322	0.053	-0.5840307000534	no	no
PIK3CD-AS2	2.8308002051521e-05	2.8e-05	1.6085363642958	up	no
CLSTN1	0.0179212367196174	0.018	0.54064122469272	no	no
RP11-84A14.7	0.824517467458499	0.82	0.234635785761023	no	no
CTNNBIP1	0.00542461572989952	0.0054	0.588470050364395	no	no
RP11-84A14.8	0.735546020673879	0.74	0.155085313437709	no	no
LZIC	0.0135345014952649	0.014	0.492490780735383	no	no
RP11-84A14.4	0.0075653534754386	0.0076	0.944910890227698	no	no
NMNAT1	0.335898687750845	0.34	0.324882535831319	no	no
RN7SKP269	0.0375370482983638	0.038	1.31438060355427	up	no
TMEM274P	0.895599167072607	0.9	0.0851047726577804	no	no
MIR5697	0.770927363781258	0.77	-0.78092915956874	no	no
RBP7	0.0389295444306838	0.039	-0.469677584936429	no	no
UBE4B	0.00078863366972633	0.00079	0.811482182237767	no	no
PGAM1P11	0.291752385905165	0.29	0.342771431993342	no	no
RNU6-828P	0.141265276468788	0.14	-1.93631699013941	no	no
KIF1B	0.00150838709737628	0.0015	1.0921165888335	up	no
RNU6-37P	0.116775735160519	0.12	0.583484246163842	no	no
RP4-736L20.4	0.107877306067784	0.11	0.728060058241872	no	no
RP4-736L20.5	0.0389295444306838	0.039	0.864530522900967	no	no
PGD	0.00348149743414161	0.0035	0.641311863174851	no	no
RP4-736L20.3	0.106391696103228	0.11	0.641636069413808	no	no
CENPS-CORT	0.670579786396687	0.67	0.337008494683423	no	no
CENPS	0.00542461572989952	0.0054	0.804638918967328	no	no
CORT	0.00752278383744372	0.0075	1.15487682948326	up	no
DFFA	0.0667298552382576	0.067	0.341642287783022	no	no
PEX14	0.0493699863064517	0.049	0.406075273842302	no	no
RP4-734G22.4	0.0146972879636272	0.015	0.600143225936754	no	no
RN7SL614P	0.806315054036304	0.81	0.0160362487661338	no	no
CASZ1	0.47856880680962	0.48	0.431114319857666	no	no
RP4-734G22.3	0.151943614603152	0.15	0.308180845857099	no	no
C1orf127	0.534628224133891	0.53	0.442577317520133	no	no
CFL1P6	0.543861988508074	0.54	-0.195672640841388	no	no
TARDBP	0.000115880517235817	0.00012	0.651484159438489	no	no
MASP2	0.00486618723818909	0.0049	0.928283236142952	no	no
SRM	7.41173342728353e-06	7.4e-06	0.850499315588948	no	no
EXOSC10	0.000522678276590694	0.00052	1.01721854496472	up	no
RP4-635E18.7	0.00171256987577937	0.0017	1.22939840597116	up	no
EXOSC10-AS1	0.886011361402506	0.89	0.0407441153908045	no	no
MTOR	0.00486618723818909	0.0049	0.81740954822086	no	no
MTOR-AS1	0.768590477854959	0.77	0.111349616679045	no	no
ANGPTL7	0.0827284415568758	0.083	-0.775891986598876	no	no
RNU6-291P	0.401735637055398	0.4	-1.02890300629811	no	no
RPL39P6	0.179677233447983	0.18	1.73415298328707	no	no
UBIAD1	0.0179212367196174	0.018	0.581064790204315	no	no
UBE2V2P3	0.571008569289346	0.57	0.745643737748417	no	no
RP4-796F18.3	0.0352185772131337	0.035	-1.05410319937167	down	no
MTCYBP45	0.288175633383966	0.29	0.422245862199534	no	no
DISP3	0.00245646307567908	0.0025	1.78513382316639	up	no
RP11-149P14.2	0.0501275086717424	0.05	0.829085492425422	no	no
LINC01647	0.714951777662946	0.71	-0.114982603660322	no	no
RP3-330O12.5	0.588124435582386	0.59	-0.242386118075084	no	no
FBXO2	0.421639375952352	0.42	-0.554816940290359	no	no
FBXO44	0.887529933525342	0.89	0.131095846969778	no	no
FBXO6	0.168129982230901	0.17	0.306735318386273	no	no
MAD2L2	1.65377825693778e-05	1.7e-05	1.18170451291833	up	no
DRAXIN	0.0122936122372837	0.012	1.89154037693519	up	no
AGTRAP	0.813624473239447	0.81	-0.0161193364039221	no	no
C1orf167	0.625653137712522	0.63	0.0228842314918834	no	no
MTHFR	0.0421855472235406	0.042	0.548317365489978	no	no
CLCN6	0.00913960329281132	0.0091	0.626987258436471	no	no
NPPA	1	1	-0.272254658372912	no	no
NPPB	0.326571201869246	0.33	0.357664364270004	no	no
SBF1P2	0.218831681532731	0.22	0.238706552378511	no	no
RP5-934G17.7	0.0370353362968262	0.037	0.814850267919685	no	no
RNU5E-4P	0.614950059603389	0.61	0.311516444103513	no	no
KIAA2013	0.123606939257179	0.12	0.34704561042158	no	no
PLOD1	0.0234626183133903	0.023	0.514860136534129	no	no
RP5-1077B9.6	0.0603567785784404	0.06	0.661323991988973	no	no
MFN2	0.0214738582774679	0.021	0.467668649709736	no	no
RP5-1077B9.5	0.872600060989729	0.87	0.216114814030214	no	no
MIIP	0.00170826169534595	0.0017	0.879606088164905	no	no
TNFRSF8	0.000359856379479245	0.00036	-1.31844136926313	down	no
RPL23AP89	0.872600060989729	0.87	0.170255286756308	no	no
RP11-426M1.3	0.199347576272187	0.2	0.376199898542607	no	no
TNFRSF1B	0.158400563197595	0.16	-0.540176455063179	no	no
SNORA70	0.00157596992851062	0.0016	0.940670177873441	no	no
VPS13D	0.248659162427515	0.25	0.470344694371081	no	no
SNORA59A	0.935880888898252	0.94	0.0948124634604119	no	no
LINC02766	0.872888680758682	0.87	-0.184980896902223	no	no
DHRS3	0.648328991077541	0.65	-0.142550333850586	no	no
RNU6ATAC18P	0.643538948514978	0.64	0.934153780025204	no	no
MIR6730	0.228911788403736	0.23	0.946651687556427	no	no
RP11-474O21.5	0.244625713025077	0.24	0.480476097252455	no	no
AADACL4	0.401735637055398	0.4	-0.0467615631098557	no	no
AADACL3	0.401735637055398	0.4	-0.028211985365235	no	no
C1orf158	0.0827126848392551	0.083	3.27211903394257	no	no
PRAMEF12	0.0143307667248115	0.014	0.948723018367928	no	no
PRAMEF1	0.872600060989729	0.87	0.0801349498674911	no	no
PRAMEF11	0.288175633383966	0.29	0.0799232429617513	no	no
HNRNPCL1	0.0533196963678118	0.053	0.66453774629278	no	no
PRAMEF7	0.288175633383966	0.29	0.156047068599232	no	no
HNRNPCL3	0.050406410831289	0.05	0.258500935935928	no	no
HNRNPCL2	0.406520982090715	0.41	0.247687039983445	no	no
HNRNPCL4	0.765084001834143	0.77	-0.0156375129699569	no	no
PRAMEF9	0.288175633383966	0.29	0.0544495930304907	no	no
PRAMEF18	0.288175633383966	0.29	0.0647019444065545	no	no
PRAMEF5	0.288175633383966	0.29	0.0855626243009279	no	no
PRAMEF8	0.288175633383966	0.29	0.0689421847176846	no	no
PRAMEF15	0.872600060989729	0.87	0.0784128251257037	no	no
PRAMEF20	0.288175633383966	0.29	0.171522248357345	no	no
LRRC38	0.986575518768604	0.99	0.00140046014226501	no	no
BRWD1P1	0.213954526479435	0.21	-0.701346478846898	no	no
PDPN	0.0421855472235406	0.042	1.16951679112207	up	no
CTA-520D8.2	0.229598129210231	0.23	1.85582004940888	no	no
ENSG10010140100.1	0.872600060989729	0.87	0.182723563152388	no	no
PRDM2	0.00486618723818909	0.0049	0.862490430363257	no	no
KAZN	0.0619885900001061	0.062	0.466548077609873	no	no
RP11-344F13.1	0.268331356580503	0.27	-0.749923411061332	no	no
KAZN-AS1	0.672062584809752	0.67	-0.158601210017376	no	no
TBCAP2	0.288175633383966	0.29	0.353796670721294	no	no
RP5-864I18.1	0.220546728392893	0.22	0.28387451269066	no	no
TMEM51-AS1	0.0456621220209066	0.046	0.572126727843703	no	no
TMEM51	0.0619885900001061	0.062	0.522891367936729	no	no
C1orf195	0.545350883065163	0.55	0.939213104899327	no	no
MFFP1	0.288175633383966	0.29	0.195505849034499	no	no
ZBTB2P1	0.867690834628907	0.87	0.368943529105497	no	no
FHAD1	0.0234626183133903	0.023	1.23422287202378	up	no
FHAD1-AS1	0.293818666313149	0.29	0.0321201464670155	no	no
RP3-467K16.7	0.372549613002257	0.37	0.744704296951096	no	no
RP3-467K16.4	0.0770795298321482	0.077	0.899985784815889	no	no
EFHD2	0.648328991077541	0.65	0.0955146182053908	no	no
CTRC	0.196700367757542	0.2	0.602795218007655	no	no
CELA2A	0.626559655214205	0.63	0.463366000889333	no	no
CELA2B	0.0263780890116439	0.026	1.05871463450726	up	no
CASP9	0.0421855472235406	0.042	0.565903883239349	no	no
DNAJC16	0.0533196963678118	0.053	0.455286017512497	no	no
RP4-680D5.8	0.533959092170286	0.53	0.038058939706498	no	no
AGMAT	0.149092623625566	0.15	0.871547844305477	no	no
RP4-680D5.2	0.0650585286632168	0.065	0.794325103268297	no	no
CHCHD2P6	0.498414930252522	0.5	0.481433071095089	no	no
CD24P1	0.872600060989729	0.87	0.200743990441986	no	no
DDI2	0.0111517479744182	0.011	0.688074345497303	no	no
RP4-680D5.9	0.986815977047343	0.99	0.364582466809819	no	no
PLEKHM2	0.0533196963678118	0.053	0.405815720500118	no	no
RP11-288I21.1	0.00945139259587953	0.0095	0.93271782456406	no	no
SLC25A34	0.335898687750845	0.34	0.180730705770119	no	no
SLC25A34-AS1	0.936095390960732	0.94	0.0619600600625565	no	no
TMEM82	0.199347576272187	0.2	0.25863449901347	no	no
