,x
E2F2,0.779661501515273
E2F7,0.726241219951758
BRCA1,0.718400837759462
cg00509772,-0.536302603643908
cg01116321,-0.392669197378868
E2F1_cnv,0.304080154947072
cg24088408,-0.282537884095051
