,P149774,P149985,P153403,P153537,P154325,P155534,P157632,P158276,P158665,P158785,P160100,P160971,P161515,P161809,P161865,P165970,P164921,P164398,P165114,P169026,P170008,P170055,P172017,P172390,P172496,P174092,P176973,P177793,P186330,P182545,P179186,P179980,P181568,P170561,P184521,P184022
KEGG_MEDICUS_PATHOGEN_EBV_BARF1_TO_INTRINSIC_APOPTOTIC_PATHWAY,0.597200890390393,0.598401877005748,0.59763490864893,0.602242829878344,0.610223848774238,0.590803125755935,0.611134549130397,0.589139139379944,0.605762830206599,0.585248841769129,0.600657696186063,0.621353527170052,0.610577747078996,0.577816846574709,0.605373960004377,0.576953475772776,0.589598145706312,0.600641177783013,0.599444839023463,0.602549321444253,0.589598198027737,0.607431782111803,0.574572039988243,0.595893147736763,0.597613715300532,0.595323313151362,0.579283396375674,0.603841779741211,0.606427787556889,0.619125186301527,0.634549736573789,0.621240975727531,0.617205141000324,0.624087118317363,0.602844398140483,0.625280896168757
KEGG_MEDICUS_PATHOGEN_EBV_EBNA1_TO_P53_MEDIATED_TRANSCRIPTION,0.628788939636796,0.662035813849863,0.665876780536644,0.619152196947109,0.645362893399712,0.617197673700213,0.625861119968206,0.68374773891473,0.678068020113031,0.671313171576332,0.660496974177294,0.669416444524074,0.639093053295912,0.675312352568527,0.662790234530543,0.647417824261586,0.667164042294796,0.660431237079936,0.664774725750244,0.639444529622615,0.652885714269697,0.655828994616265,0.660442256121188,0.630286710836351,0.634418388154518,0.647697605826495,0.669123469624275,0.65707428232113,0.659031452877812,0.66195772710308,0.65076084721967,0.637971486185438,0.684464625719937,0.638735856404917,0.636712769761184,0.653950370547357
KEGG_MEDICUS_PATHOGEN_EBV_EBNA2_TO_RBP_JK_MEDIATED_TRANSCRIPTION,0.418997920518656,0.441961524248496,0.426774095438576,0.398055369468545,0.492814594677504,0.438558661646407,0.389428640036357,0.428881269469068,0.54952573279996,0.412688543788911,0.508404430007237,0.40094822759263,0.413502916971404,0.424410143454817,0.532689989375043,0.404994365489568,0.426001023631653,0.424330304460421,0.502641015209218,0.38208647394051,0.426119944262941,0.434406863650671,0.398636256873857,0.514453488091281,0.390826570981275,0.367846183356653,0.512121391611173,0.483664364454897,0.511431794044879,0.404936180378346,0.414939852126711,0.407409777113398,0.412786304662765,0.400512030299014,0.418695851555296,0.432740470216922
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S_N00483,0.616460705645963,0.585477358986116,0.650358154322161,0.654708685475918,0.652426269894062,0.605587856124578,0.614187442604762,0.588851549361211,0.59064503361436,0.670178300190357,0.627560883714643,0.642812640192372,0.642234506359958,0.554405813572606,0.613882088118932,0.605058504935693,0.616572433337353,0.629031485953689,0.623328702161726,0.566274094619328,0.679459663357992,0.656673980738975,0.624983622328607,0.606292084824522,0.59844891046231,0.715652393420777,0.634088237673245,0.596189096560074,0.63627683321235,0.66847097536311,0.672708254371421,0.642767993758063,0.589790113002131,0.595607435081292,0.647100130508911,0.625205232650797
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S_N00484,0.552611869411724,0.487394849371727,0.566358068973486,0.606253565446736,0.573557448333777,0.492957721186536,0.49887618782412,0.528629165514806,0.512452311120842,0.61860601144202,0.510090384526101,0.561253679081281,0.534011458317352,0.427727452187057,0.541560959521736,0.565710760890948,0.517225120201298,0.524261701686643,0.551689434028382,0.488637267425485,0.605716519030393,0.592062448123948,0.58811291156095,0.521672577650477,0.519796396916313,0.659691864296564,0.519558314901834,0.506115487378665,0.549927812114844,0.600726735142454,0.60615576704027,0.56444336570517,0.481967114864214,0.531937674205035,0.566130130262632,0.574375202457447
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00264,0.531473902745858,0.453818899737398,0.559551752005762,0.571125193442677,0.519976812943724,0.481172781734651,0.451160739540003,0.520122398936931,0.475672876099952,0.610612804047216,0.483337647127049,0.555135442088861,0.494059645330329,0.419351640790065,0.533300930217496,0.57030148814601,0.501649835069587,0.508259070244288,0.536826491191098,0.462590575602974,0.595116209928403,0.580783688862161,0.55619773635514,0.512983135224717,0.469524600936148,0.641071614830381,0.477038652281827,0.470397769703141,0.524212062450492,0.56318113403254,0.600927571096452,0.545445024862935,0.465946012717909,0.475995471077268,0.537094120692867,0.539343184854089
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00482,0.5105521634865,0.418564875795405,0.549864559472197,0.548525398277622,0.498362299653792,0.448745089931275,0.415134488783733,0.497482650268255,0.44201613911362,0.604966454877634,0.460075450135327,0.538002555481739,0.473207171024137,0.388131373619736,0.515346972853617,0.554337795151894,0.478691796646511,0.492727121068268,0.523996166923364,0.432132980597637,0.584187262969624,0.5717031713257,0.54154988727576,0.485144025597686,0.438617558098434,0.637466132505409,0.44283050220626,0.444176503491847,0.507768865035572,0.543031496173026,0.593372302905454,0.522344220544453,0.43994008364109,0.434737592422648,0.516410275335964,0.515875773333728
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P53_MEDIATED_TRANSCRIPTION,0.619349126610343,0.657077517905896,0.659364056457149,0.609009634966174,0.631703348415242,0.611510379247217,0.612715390975319,0.671390170738489,0.678847213962058,0.656547270111235,0.64780276141262,0.659381420398547,0.634549192759235,0.661011850744478,0.656659095209066,0.637050525304079,0.662859033644209,0.653400570966384,0.658567381527307,0.632558463428106,0.643527732149492,0.641383847750063,0.637354800184552,0.621199789598542,0.622638146476419,0.634800116018091,0.649256436114904,0.64850228761147,0.650966781295283,0.649807616221641,0.642598114415103,0.623257063094335,0.674674588428276,0.630308250030992,0.621096567322074,0.644446302214433
KEGG_MEDICUS_PATHOGEN_EBV_LMP1_TO_NFKB_SIGNALING_PATHWAY,0.577858797690596,0.60869729756642,0.568439506443309,0.556305379106763,0.571737983946925,0.577623970790154,0.568683917268802,0.574563186221402,0.586083599876191,0.569690268863602,0.585313656800516,0.57492940108281,0.566797456253602,0.599497589717018,0.585208734709604,0.560989333176081,0.597725039675697,0.592283582074925,0.568872407745536,0.569542291082303,0.586116154536326,0.582683940824308,0.551344690106259,0.575944749519809,0.575505413500406,0.548899834038711,0.591354338762696,0.558964496233512,0.61963762525076,0.587301810750502,0.54927087282622,0.566055854786499,0.600011877276196,0.58373745607537,0.579707302496402,0.576779850982189
KEGG_MEDICUS_PATHOGEN_EBV_LMP1_TO_PI3K_SIGNALING_PATHWAY,0.510381816512308,0.535914207405138,0.510352011409464,0.483228178120442,0.504239697549162,0.487092460131737,0.485866669513486,0.500137125098581,0.535986010562999,0.480217492253919,0.509507944317304,0.508944120693019,0.505304764060634,0.497114429117713,0.51340795515523,0.488811552706824,0.5232754563847,0.509917033655835,0.467189865174581,0.498347972535356,0.507114084418531,0.515588106301946,0.468454928054194,0.488466233447586,0.49160223496751,0.459176259888029,0.509128758238296,0.481724577546873,0.551611496203186,0.53654273126924,0.562814723705465,0.513205599208699,0.50966673535119,0.515771993625824,0.466416447309897,0.50317670473002
KEGG_MEDICUS_PATHOGEN_EBV_LMP2A_TO_PI3K_SIGNALING_PATHWAY,0.549896683407751,0.613271625217215,0.544582760238265,0.491490323257236,0.529025528091168,0.545047789015859,0.536602348009287,0.498607057110847,0.606006915689942,0.520247003100008,0.564356630295448,0.553020176581561,0.510336204946685,0.569486668807441,0.595834336305296,0.418304260366962,0.609718582097697,0.554433810217493,0.523122181883358,0.534681109585314,0.553779618129088,0.618366868405341,0.434948540491862,0.548845180889923,0.544506402303201,0.377528821265858,0.51747968545813,0.525538544472103,0.623529024593908,0.584454622689898,0.539676361972665,0.538754178802925,0.578126489561867,0.590911104034657,0.512423650255691,0.554530939130742
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY,0.644015974487574,0.690240335965681,0.686282183824504,0.663091829852443,0.672546136523509,0.674172176549342,0.65169574063779,0.669904913103296,0.676445848942852,0.663081342456821,0.686641034960375,0.663313544346396,0.669974851300048,0.680893967351354,0.682086132755624,0.65566963347138,0.685957023992594,0.680969114055564,0.659970531893273,0.670589040664576,0.672380701135778,0.684609388249731,0.661084616189621,0.664659067503867,0.661735737087581,0.646423113028365,0.660161699243541,0.655943809821658,0.698790729610373,0.683570658411033,0.653078663484998,0.651071143074072,0.667597586967447,0.668400754354844,0.658658155001116,0.651784558864366
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY,0.667985192986833,0.69745731734026,0.698048472331349,0.680507870900788,0.685930497616565,0.700658894517522,0.69903923567334,0.673075774474166,0.700681055080426,0.672927055659815,0.691140434925207,0.685856486727214,0.668109560741179,0.683098160349779,0.708915816344995,0.659311541992495,0.707133541136032,0.693356948105437,0.671699390914727,0.694874009901057,0.687713840968024,0.704661806933386,0.65870274160865,0.687011366954823,0.673703011344955,0.636198682500598,0.675132926778578,0.672304966634577,0.689865798792721,0.701887237348631,0.67282167221958,0.658398828546742,0.687455557747374,0.689056300415441,0.667084016659004,0.676961326066208
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY,0.509462206039334,0.508569548471532,0.51545121412001,0.5152149323671,0.537513329071743,0.503011492596528,0.516913354413354,0.489518395197571,0.502398840666022,0.534944982984496,0.53443752912787,0.498773454627703,0.506702153150245,0.494322349377494,0.518687245276442,0.513879893628548,0.471586698586648,0.480969440769461,0.498346756054786,0.50069374684958,0.50327175566601,0.546862672819612,0.492418729100593,0.504580014267454,0.503202330457843,0.50492161715405,0.492608973240192,0.488707589987627,0.485225420285482,0.507735887746366,0.560019515078783,0.50213337407734,0.504679725410982,0.478722517230876,0.512005186069676,0.48395844554997
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPJ_TO_IGG_FCGR_RAC_SIGNALING_PATHWAY,0.504163894767656,0.646624521846312,0.633607063904809,0.499109249813258,0.505021777182851,0.559176098941911,0.446742495085854,0.540723352188303,0.715996947821532,0.535518300699382,0.590330451477833,0.564381367504876,0.527590247742582,0.630406801327813,0.632361120351196,0.432007641572866,0.634804649976077,0.565668883017196,0.581601411229873,0.536189081282769,0.551583408304904,0.607086701784167,0.476561743050891,0.553885994611421,0.542117776674764,0.351289479950104,0.51676041240402,0.570090170857035,0.648893409108241,0.619679666737683,0.546246647950144,0.586660527547385,0.596992602100327,0.577637840100681,0.512960198285671,0.525760308977368
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY,0.700746670992098,0.731886813803357,0.734409280766257,0.718080539026543,0.726626990166144,0.722059927738674,0.719074437742645,0.716202142649428,0.736497620376579,0.720176891484973,0.732409716308312,0.720997121996725,0.713141669176,0.724035503417339,0.738313230326809,0.697530878419711,0.733456982027599,0.727197215566292,0.711440913374828,0.721546304062319,0.720109881305457,0.735551241518917,0.705815916706554,0.719812426197868,0.713951917009302,0.692326709295825,0.712403128921927,0.711813007736666,0.735817810192248,0.731140542107962,0.715722893124068,0.708235595664037,0.720791555869481,0.726269800300491,0.718291082491119,0.715034933018336
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_MAP_TO_CDC42_SIGNALING_PATHWAY,0.693885630299288,0.730620755767433,0.73148444158263,0.7147384446301,0.725449803028592,0.724628767517522,0.716348404357084,0.713663128495376,0.730348150142829,0.714329247958731,0.729588752317084,0.719222196560474,0.710703343628738,0.718442026646601,0.733674657088782,0.692906939448133,0.731307403824325,0.724559723610516,0.705393361660238,0.718242250507333,0.720448223549599,0.730650306868415,0.705196362901803,0.715984740119566,0.707809514016291,0.693755251399094,0.70935207578789,0.704443039392343,0.731164475307542,0.727958535555281,0.712006101166316,0.70073371131929,0.715414237562812,0.721575841699506,0.711178779200491,0.709710265544572
