,P149774,P149985,P153403,P153537,P154325,P155534,P157632,P158276,P158665,P158785,P160100,P160971,P161515,P161809,P161865,P165970,P164921,P164398,P165114,P169026,P170008,P170055,P172017,P172390,P172496,P174092,P176973,P177793,P186330,P182545,P179186,P179980,P181568,P170561,P184521,P184022
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.340210100681806,0.337295750955768,0.349298158494306,0.334355649738916,0.330634425746771,0.341901390779066,0.33971494136261,0.346074423389026,0.354075718077396,0.341440535334502,0.3417340026594,0.335480601525274,0.341947752152783,0.351242934844215,0.340982271609621,0.336028735510017,0.352585079498953,0.350551924703485,0.341520650997198,0.354821413822404,0.343706175540498,0.336483824629219,0.334384945912508,0.340010582048645,0.344304576534635,0.337151149617174,0.339748171633724,0.343409125073701,0.329637286931011,0.341628514966279,0.331039483848482,0.358803185233089,0.34675063665122,0.350037026131258,0.33862722487546,0.338043250154833
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.367158700053838,0.369215084504891,0.364145528894541,0.36583280098532,0.368722510937158,0.377607256622491,0.362875829737356,0.387555433491652,0.363156046934937,0.365691211398338,0.387664409694814,0.362065950349483,0.367743715640758,0.366596275332412,0.38684197574251,0.394177842605301,0.370649042712414,0.364821821360028,0.371777781767664,0.383680003985251,0.375153513521759,0.364165506367108,0.367115525336016,0.380293928780627,0.355025363285364,0.340773015122977,0.389404543879046,0.372326198477153,0.361050277375419,0.374021723538282,0.359935322470983,0.389002911983522,0.40054306966773,0.394277532570573,0.366709706671861,0.388655047626087
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,0.394550278631256,0.3881754925099,0.388365337685051,0.376562278965117,0.389650520768897,0.383793122819434,0.39558719518106,0.384374237162958,0.397265037036316,0.38932939886155,0.382230122264645,0.384414551331753,0.383389250501336,0.391263572388721,0.398616219946682,0.393833290624245,0.396453940748109,0.382739325035855,0.38436193725668,0.399799919516056,0.389055054455371,0.375803011800235,0.363152494342415,0.393500252894541,0.389776956582823,0.378997275290775,0.382733304630945,0.396570037667637,0.397896982128576,0.374875380227285,0.378844055461829,0.406460956458223,0.392505146635973,0.38581971393401,0.385374999724152,0.389328735306394
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,0.267116945974081,0.259764827934367,0.290798901060566,0.264441478402862,0.241077450635273,0.269102456323982,0.270419243791973,0.270373430346176,0.294672991360955,0.274283796816683,0.256269750638173,0.272621751862279,0.270266808175191,0.294327453460408,0.257785003941353,0.248924118564482,0.293381619260089,0.295706030082876,0.267382702741217,0.282464065528493,0.267959418565541,0.26680581300781,0.256627809048018,0.261620894392381,0.286591172860581,0.267818172302778,0.259361883168141,0.269845853529845,0.236053844630322,0.273611614438505,0.251043553430299,0.299921219823716,0.264448016169292,0.28595612836762,0.265683724896572,0.256491282608078
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,0.33722304797984,0.322009768834147,0.318832791000108,0.278928500678952,0.330746223057733,0.288827931363159,0.284591505563264,0.298885510804677,0.318978555200138,0.295637171752874,0.349711451822429,0.306407307584856,0.325691063454125,0.346792765819159,0.323526528530197,0.285595495691468,0.32349858722874,0.338232252172315,0.286405301114513,0.306207880146215,0.345528871137299,0.359353108162459,0.304661633465614,0.314181000462532,0.337575471224691,0.272768633454117,0.291019321507309,0.288732526463991,0.34284332325224,0.287875584075459,0.284977042158865,0.30954606510381,0.299362921066891,0.339122590978058,0.300760761470073,0.285250059852831
REACTOME_FREE_FATTY_ACID_RECEPTORS,0.0651082475770471,0.0799314394499993,-0.245850590346809,-0.150917843822634,0.034845308811135,0.0305340193368155,-0.195501835189081,-0.171722195704123,-0.074380088297303,-0.12149116989533,0.0999408377497003,-0.1443328090091,0.0694673644418103,-0.0307704119616345,0.0524955876387638,-0.0662766547438002,-0.226403495315109,0.0954173474153382,-0.0390591869268125,-0.013951094533252,0.0745376227070893,0.17003507380027,-0.0778147667845539,0.0243824060096493,0.111976378944195,-0.287905327373877,0.0210435686339337,0.00507968907398651,0.203550562584276,-0.0805306623872288,-0.0308036994842245,0.0292250551447488,-0.00767063975962806,0.138963062983879,-0.0344018757719837,-0.0402495949409872
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,0.213155668029712,0.213380987580633,0.209925787988263,0.210528775693533,0.224957543642079,0.198375898742862,0.189264491820687,0.21611531805779,0.193423185161504,0.214286377389793,0.229286641336171,0.22208780035232,0.179704921528619,0.199542614863442,0.231833320143553,0.22268648161118,0.207597044468296,0.202266025625768,0.216032465488011,0.231257711104615,0.209206661078793,0.188807337797349,0.200838918235537,0.220744592045568,0.230631538579687,0.192178132787202,0.270116352399195,0.224800982643733,0.193896162328899,0.208143938288273,0.234553807569404,0.198749265908026,0.213848619991277,0.23214804064127,0.214143492402613,0.216882209267312
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,0.194095967090874,0.191570195210335,0.177123335317056,0.198419299346114,0.185684432565761,0.184812072974411,0.188066990841126,0.204602035795969,0.18993349291685,0.198571351173553,0.214239629740752,0.198452517809653,0.169783936302524,0.197324172289737,0.203938968870027,0.206856622210143,0.189034086404325,0.178565554461357,0.187532297623619,0.212068768804356,0.186474376439896,0.177970973855317,0.194378223654874,0.198488967214252,0.207334129734569,0.180727298359924,0.24757848162792,0.209625151201919,0.169155608444103,0.178195486665278,0.204589340206346,0.182107669148099,0.18891400903519,0.210288903543348,0.18720285837013,0.18646635987176
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,0.257061891732865,0.250983379664866,0.248501693971591,0.25453277433063,0.262278829778684,0.247945232891042,0.265234619857372,0.253089875545041,0.241068583836121,0.234967414570456,0.271697803321506,0.252620650436788,0.240766419381084,0.246544515684899,0.268667484592658,0.272905074811217,0.263507556898654,0.244812030514728,0.260242588601737,0.270225281646561,0.246128818104912,0.256267063815888,0.248990565528882,0.266988739237856,0.255460243258522,0.228553805048814,0.284041373940598,0.271970760426568,0.218577104320505,0.240335680471581,0.257421225181764,0.228095243775128,0.246963643116119,0.258211136879887,0.257831317861509,0.255578024018494
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,0.196667618797136,0.193673281564817,0.200424823705467,0.217598009396619,0.205804099535382,0.188273458680037,0.214078844592757,0.201343396807436,0.193118922920092,0.188539952918471,0.215491200118244,0.214547517916891,0.201781681131562,0.207863938587486,0.220103220529165,0.223544499685115,0.208505048527691,0.202636490216632,0.215702907339198,0.233603026460091,0.196588740646068,0.209830494709122,0.189732975306117,0.213330997325847,0.217000448437988,0.210769334867445,0.247170109378054,0.232147504516201,0.166173494325514,0.193903668649619,0.211051860792017,0.177704434748469,0.187956190677344,0.201180959726012,0.207541823177038,0.194911742166205
